Application Number,,Type of tax credit funding,Project Name,Project Address,Project City,Project Zip Code,Project Phone Number,Project County,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Construction Type,Housing Type,Total Units,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Developer,Annual Federal Award,Total State Award,,,,,,
CA-2017-122,,9%,Cielito Lindo Apartments - Phase II,"2423 E. 1st Street, Los Angeles, CA 90033",Los Angeles,90033,,Los Angeles,53,24,34,2042.00,5180002011; 5180002012; and 5180002013,Preliminary Reservation,,,New Construction,Special Needs,29,28,12,7,3,7,0,0,0,,21,0,2,0,5,0,0,,,"Cielito Lindo Apartments, Phase II, L.P.",Ernesto Espinoza,"2917 E. 1st Street, Suite 101",Los Angeles,CA,90033,3236041986,,"Mid-Peninsula The Farm, Inc.",N/A,,,,John Stewart Company,Lori Horn,"888 S. Figueroa Street, Suite 700",Los Angeles,CA,90017,2138331860,,East LA Community Corporation,"$1,135,481","$2,419,351",,,,,,
CA-2017-133,,9%,West Angeles City Place Senior Apartments,"5414 Crenshaw Boulevard, Los Angeles, CA 90043",Los Angeles,90043,,Los Angeles,54,30,37,2346.00,5006-008-026,Preliminary Reservation,,,New Construction,Seniors,70,69,24,45,1,0,0,0,0,,7,0,11,11,14,0,26,,,"West Angeles Housing Partners, L.P.",Frank Cardone,"18201 Von Karman Avenue, Suite 900",Irvine,CA,92612,9496607272,,"JHC - Richman Park, LLC",N/A,,,,Related Management,Kevin Mckee,"18201 Von Karman Avenue, Suite 900",Irvine,CA,92612,9496600390,,"Related Development Company of California, LLC","$1,763,374","$5,877,914",,,,,,
CA-2017-150,,9%,Whittier & Downey SE,"4200 Whittier Blvd., Los Angeles, CA 90023",Los Angeles,90023,,Los Angeles,51,24,40,5313.01,"5236-016-025, -026, -027, -028, -029, -030, -031 a",Preliminary Reservation,,,New Construction,Large Family,71,70,0,34,19,18,0,0,0,,35,0,0,0,22,0,13,,,"WDSE, L.P.",Tim Soule,"1640 South Sepulveda Blvd., Suite 425",Los Angeles,CA,90025,3105753543,,"WDSE, LLC","WCH Affordable XXVI, LLC",,,,John Stewart Company,Lori Horn,888 South Figueroa St. Suite 700,Los Angeles,CA,90017,2137872710,,Meta Housing Corporation,"$2,500,000",,,,,,,
CA-2017-729,,4%,PATH Metro Villas - Phase 2,"333 N. Westmoreland Avenue, Los Angeles, CA 90004",Los Angeles,90004,,Los Angeles,53,24,34,1927.00,5501-002-032,Preliminary Reservation,,,New Construction,Special Needs,122,120,60,60,2,0,0,0,0,,61,0,0,30,0,0,29,,,"PV Metro Villas Phase 2 GP, LLC",Amy Anderson,340 N. Madison Avenue,Los Angeles,CA,90004,3236442270,,"PV Metro Villas Phase 2 GP, LLC",,,,,The John Stewart Company,Lori Horn,"888 Figueroa Street, Suite 700",Los Angeles,CA,90064,2138331860,,PATH Ventures,"$1,741,779","$5,359,319",,,,,,
CA-2017-740,,4%,Sun Valley Senior Veterans Apartments,"9041 N. Laurel Canyon Blvd, Los Angeles, CA 91352",Los Angeles,91352,,Los Angeles,39,18,29,1212.10,2629-032 & 2629-032-017 (new: 2629-032-006,Preliminary Reservation,,,New Construction,Special Needs,96,94,0,88,6,0,0,0,0,,54,0,0,0,40,0,0,,,East LA Community Corporation,Ernesto Espinoza,"2917 E. 1st Street, Suite 101",Los Angeles,CA,90033,3232694214,3232611065,East LA Community Corporation,"New Directions Housing, LLC",,,,John Stewart Company,Lori Horn,"888 S. Figueroa Street, Suite 700",Los Angeles,CA,90017,2137872700,2138331864,East LA Community Corporation,"$1,027,885",,,,,,,
CA-2017-741,,4%,Harbor City Lights (Site A),"525 W 127th Street, Los Angeles, CA 90044",Los Angeles,90044,,Los Angeles,64,35,43,0.00,,Preliminary Reservation,,,Acquisition/Rehabilitation,Non-Targeted,110,108,0,0,29,72,7,0,0,,0,51,0,0,0,0,57,,,"Levy Affiliated Holdings, LLC (to be formed LIH Ha",Jacob Levy,"201 Wilshire Blvd, 2nd Floor",Santa Monica,CA,90401,3108837900,3109171101,Central Valley Coalition for Affordable Housing,"Harbor Magnolia, LLC (proposed and to be formed)",,,,"Platinum Realty Management, Inc.",Sasa Potestas,"201 Wilshire Boulevard, 2nd Floor",Santa Monica,CA,90401,3108837900,3108837910,Levy Affiliated,"$716,945",,,,,,,
CA-2017-741,,,Magnolia City Lights (Site B),"2885 Leeward Avenue, Los Angeles, CA  90005",Los Angeles,90005,,Los Angeles,,,,,,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2017-749,,4%,Rampart Mint,"252 S Rampart Blvd, Los Angeles, CA 90057",Los Angeles,90057,,Los Angeles,51,24,34,2086.20,5155-025-900,Preliminary Reservation,,,New Construction,Special Needs,23,22,22,0,0,0,0,0,0,,22,0,0,0,0,0,0,,,"252 Rampart Apartments, L.P.",Jesse Slansky,7530 Santa Monica Blvd,West Hollywood,CA,90046,3236508771,3236504745,West Hollywood Community Housing Corporation,Affordable Living for the Aging,,,,Affordable Living for the Aging,Vivian Ramirez,2029 Century Park East #4393,Los Angeles,CA,90067,3236507988,,West Hollywood Community Housing Corporation,"$483,459",,,,,,,
CA-2017-773,,4%,649 Lofts,"649 S. Wall Street, Los Angeles, CA 90014",Los Angeles,90014,,Los Angeles,53,30,34,2063.00,5148-023-018,Preliminary Reservation,,,New Construction,Special Needs,55,54,54,0,0,0,0,0,0,,0,0,0,0,54,0,0,,,649 Lofts LP,Ben Rosen,1317 E. 7th Street,Los Angeles,CA,90021,2136830522,2136830781,649 Lofts GP LLC,,,,,SRHT Property Management Co,Ken Fewell,1317 East 7th Street,Los Angeles,CA,90021,2136830522,2136830781,The Skid Row Housing Trust,"$959,570",,,,,,,
CA-2017-778,,4%,Jordan Downs Phase 1B,"2060 E. Century Blvd., Los Angeles, CA 90002",Los Angeles,90002,,Los Angeles,59,33,44,,6046-019-905 (Partial),Preliminary Reservation,,,New Construction,Large Family,135,133,0,15,64,42,6,5,0,,36,0,33,0,63,0,0,,,"Jordan Downs Phase 1B, L.P.","Milton R. Pratt, Jr.","3 East Stow Rd., Suite 100",Marlton,NJ,08053,8567978964,8567978956,Jordan Downs Phase 1B- Michaels LLC,"Foresight Affordable Housing-Jordan Downs, LLC",,,,Interstate Realty Management Co.,Mary Keshishian,2020 W. Kettleman Lane,Lodi,CA,95242,2093346565,,The Michaels Development Company,"$2,151,398",,,,,,,
CA-2017-795,,4%,Bartlett Hill Manor,"625 N Bunker Hill Ave, Los Angeles, CA 90012",Los Angeles,90012,,Los Angeles,24,51,34,6037207101.00,"5407-004-032, 033, 034, 035, 036, 037, 038, 039",Preliminary Reservation,,,Acquisition/Rehabilitation,Non-Targeted,65,64,0,8,45,12,0,0,0,,0,0,0,0,21,0,43,,,LINC- Bartlett Apartments LP,Janees Williams,555 E. Ocean Blvd. Suite 900,Long Beach,CA,90802,5626841144,,LINC-Bartlett Apartments LLC,,,,,U.S. Residential Group,Ed Quigley,"15771 Rockfield Blvd., Suite 200",Irvine,CA,92618,9495979700,,LINC Housing,"$851,774",,,,,,,
CA-2017-813,,4%,RISE Apartments,"4050 South Figueroa Street, Los Angeles, CA 90017",Los Angeles,90017,,Los Angeles,59,30,37,2317.20,5019-026-009,Preliminary Reservation,,,New Construction,Special Needs,57,56,56,1,0,0,0,0,0,,42,0,0,0,14,0,0,,,"RISE Housing, LP",Mohannad H. Mohanna,330 W. Victoria Street,Gardena,,,4242582906,,Single Room Occupancy Housing Corporation,Highridge Costa Development Company,,,,Single Room Occupancy Housing Corporation,Steven Van Zile,1055 W. 7th Street,Los Angeles,CA,90017,2132299640,,Highridge Costa Housing Partners and SRO Housing Corporation,"$917,604",,,,,,,
CA-2018-006,,9%,Westmont Vista,"1763 W Imperial Highway, Los Angeles, CA 90047",Los Angeles,90047,,Los Angeles,43,62,30,6003.02,6077-011-040,Preliminary Reservation,,,New Construction,Special Needs,39,38,0,20,9,10,0,0,0,0,38,0,0,0,0,0,0,0,0,"Westmont Vista, LP",Lara Regus,"1149 S Hill Street, Suite 700",Los Angeles,CA,90015,2132252812,2132252709,"Westmont Vista GP, LLC",,,,,Abode Communities,Holly Benson,"1149 S Hill Street, Suite 700",Los Angeles,CA,90015,2132252708,2136276407,Abode Communities,"$1,354,063",,,,,,,
CA-2018-008,,9%,Hartford Villa Apartments,"459 Hartford Avenue, Los Angeles, CA 90017",Los Angeles,90017,,Los Angeles,34,53,24,2091.03,"5153-024-008, 5153-024-009, 5153-024-027",Preliminary Reservation,,,New Construction,Special Needs,101,100,100,1,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,"Hartford Villa Apartments, L.P.",Joseph Corcoran,"1055 W 7th Street, Suite 3250",Los Angeles,CA,90017,2132299640,2132299633,SRO Commercial LLC (SRO Housing Corp. sole member),,,,,SRO Housing Corporation,Steven Van Zile,"1055 W 7th Street, Suite 3250",Los Angeles,CA,90017,2132299640,2132299677,SRO Housing Corporation,"$2,500,000",,,,,,,
CA-2018-018,,9%,Florence Mills Apartments,"3501 S. Central Avenue, Los Angeles, CA 90011",Los Angeles,90011,,Los Angeles,40,59,30,6037228310.00,"5114-014-004, 006, 007, 009, 020, and 031",Preliminary Reservation,,,New Construction,Large Family,74,73,0,13,37,24,0,0,0,0,22,0,0,0,8,0,43,0,0,Hollywood Community Housing Corporation,Victoria Senna,5020 W. Santa Monica Boulevard,Los Angeles,CA,90029,3234546211,,Hollywood Community Housing Corporation,,,,,"Barker Management, Inc.",Peter Barker,1101 E. Orangewood Avenue,Anaheim,CA,92815,7145333450,7145338608,Hollywood Community Housing Corporation,"$2,500,000",,,,,,,
CA-2018-051,,9%,Metro @ Buckingham,"4018 Buckingham Road, Los Angeles, CA 90008",Los Angeles,90008,,Los Angeles,33,47,26,2361.00,5032-004-909,Preliminary Reservation,,,New Construction,Special Needs,103,102,0,102,1,0,0,0,0,0,36,0,0,0,0,0,66,0,0,"Buckingham II, L.P.",Tim Soule,11150 West Olympic Boulevard Suite #620,Los Angeles,CA,90064,3105753543,3105753563,WCH Affordable XXVIII,"Buckingham II, LLC",,,,"WSH Management, Inc.",Jennifer Jones,18881 Von Karman Ave. Ste 720,Irvine,CA,92612,9497488204,,Meta Housing Corporation,"$2,500,000","$7,999,003",,,,,,
CA-2018-090,,9%,Rosa De Castilla Apartments,"4208 E. Huntington Drive South, Los Angeles, CA 90032",Los Angeles,90032,,Los Angeles,45,24,34,,5214-001-002,Preliminary Reservation,,,New Construction,Special Needs,85,83,9,55,11,10,0,0,0,0,66,0,0,0,13,0,4,0,0,East LA Community Corporation,Ernesto Espinoza,"2917 E. 1st Street, Suite 101",Los Angeles,CA,90033,,,East LA Community Corporation,"New Directions Housing, LLC",,,,John Stewart Company,Lori Horn,"888 S. Figueroa Street, Suite 700",Los Angeles,CA,90017,2137872700,,East LA Community Corporation,"$2,191,276",,,,,,,
CA-2018-091,,9%,Elden Elms,"1255 Elden Avenue, Los Angeles, CA 90006",Los Angeles,90006,,Los Angeles,34,53,24,2134.02,5076-018-023 (portion),Preliminary Reservation,,,New Construction,Large Family,93,92,0,48,15,30,0,0,0,0,20,0,10,0,38,0,24,0,0,"Elden Elms, L.P.",Matt Mason,7530 Santa Monica Blvd,West Hollywood,CA,90046,3236508771,3236504745,Elden Elms LLC,,,,,"Barker Management, Inc.",Maria Sanchez,1101 E. Orangewood Ave.,Anaheim,CA,92815,7145333450,7145338608,W. Hollywood Comm. Hsg. Corp.,"$2,500,000","$9,214,067",,,,,,
CA-2018-136,,9%,433 Vermont Apartments,"433 S. Vermont Avenue, Los Angeles, CA 90020",Los Angeles,90020,,Los Angeles,34,53,24,2119.21,"5502-009-900, 5502-009-901",Preliminary Reservation,,,New Construction,Special Needs,72,71,0,57,15,0,0,0,0,0,36,0,0,0,24,0,11,0,0,433 Vermont LP,Aaron Mandel,"11150 W Olympic Blvd, Suite 620",Los Angeles,CA,90064,3105753543,3105753563,433 Vermont LLC,"WCH Affordable XXIV, LLC",,,,The John Stewart Company,Lori Horn,888 South Figueroa St. Suite 700,Los Angeles,CA,90017,2137872710,2138331866,Meta Housing Corporation,"$2,500,000","$2,396,870",,,,,,
CA-2018-616,,4%,Residences on Main,"6901-6917 S Main, Los Angeles, CA 90003",Los Angeles,90003,,Los Angeles,40,59,30,2393.10,"6012-009-901,-902,-903,-904 &6012-009-065",Preliminary Reservation,,,New Construction ,New Construction,50,49,21,15,6,8,0,0,0,0,37,0,0,0,12,0,0,0,0,"Residences on Main, L.P.",Daniel Huynh,7843 Lankershim Blvd,North Hollywood,CA,91605,,,LA Family Housing,Coalition for Responsible Community Developmet,,,,John Stewart Management Co,Lori Horn,"888 S Figueroa Street, Ste 700",Los Angeles,CA,90017,2137872700,,LA Family Housing,"$1,095,587",,,,,,,
CA-2018-620,,4%,Missouri Place,"11950 Missouri Avenue, Los Angeles, CA 90025",Los Angeles,90025,,Los Angeles,50,26,37,2676.00,4259-020-900,Preliminary Reservation,,,New Construction ,Special Needs,74,73,0,40,24,10,0,0,0,0,37,0,0,0,12,0,24,0,0,"Missouri and Bundy Housing, LP",Andrew Gross,11812 San Vicente Blvd Suite 600,Los Angeles,CA,90049,,,"Missouri and Bundy Housing, LLC.",Housing Corporation of America,,,,"Thomas Safran & Associates, Inc.",Jordan Pynes,11812 San Vicente Blvd. Suite 600,Los Angeles,CA,90049,3108204888,,"Thomas Safran & Associates Development, Inc.","$1,417,229",,,,,,,
CA-2018-635,,4%,Casa de Rosas,"2600 Hoover Blvd., Los Angeles, CA 90007",Los Angeles,90007,,Los Angeles,59,30,37,2247.00,5123-007-900,Preliminary Reservation,,,Acquisition/Rehabilitation,Special Needs,37,36,15,19,3,0,0,0,0,0,24,0,12,0,0,0,0,0,0,"Casa de Rosas Campus, L.P.",Dalila Sotelo,"1100 South Hope Street, Suite 103",Los Angeles,CA,90015,2139052124,,Ward Economic Development Corporation,"Integral Veteran Village, LLC",,,,TELACU Property Management,Jasmine Borrego,1248 Goodrich Blvd.,Los Angeles,CA,90022,3238388556,,Ward Economic Development Corporation,"$508,352",,,,,,,
CA-2018-637,,4%,Metamorphosis on Foothilll,"13574 Foothill Blvd., Los Angeles, CA 91342",Los Angeles,91342,,Los Angeles,39,18,29,1061.14,2513006900,Preliminary Reservation,,,New Construction ,Special Needs,48,47,25,23,0,0,0,0,0,0,0,0,0,0,35,0,12,0,0,"Metamorphosis on Foothill, L.P.",Vanessa Luna,11739 Victory Blvd.,North Hollywood,CA,91606,,,"Metamorphosis on Foothill, LLC","Metamorphosis Abbey Road, LLC",,,,Levine Management Group,Jeff Levine,"822 S. Robertson Blvd., Ste. 200",Los Angeles,CA,90035,3103583489,,Clifford Beers Housing,"$952,004",,,,,,,
CA-2018-702,,4%,McCadden Plaza Youth Housing,"1119 N. McCadden Place, Los Angeles, CA 90038",Los Angeles,90038,,Los Angeles,28,50,26,1919.01,5532-020-013,Preliminary Reservation,,,New Construction,Special Needs,26,25,25,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,McCadden Plaza TAY Housing LP,Andrew Gross,11812 San Vicente Blvd Suite 600,Los Angeles,CA,90049,3108204888,3102076986,McCadden Plaza TAY Housing LLC,McCadden Campus LLC,,,,"Thomas Safran & Associates, Inc.",Jordan Pynes,11812 San Vicente Blvd Suite 600,Los Angeles,CA,90049,3108204888,3102076986,"Thomas Safran & Associates Development, Inc.","$334,436",,,,,,,
CA-2018-705,,4%,The Hope on Alvarado Apartments,"166 S. Alvarado Street, Los Angeles, CA 90057",Los Angeles,90057,,Los Angeles,34,51,24,2084.01,5154-006-010,Preliminary Reservation,,,New Construction,Non-Targeted,84,83,52,32,0,0,0,0,0,0,0,0,0,0,20,0,63,0,0,To be formed partnership (LSA Capital & FFAH V),Leslie Weiss,6230 Wilshire Blvd. Suite 830,Los Angeles,CA,90048,3105256928,,Foundation for Affordable Housing V,,,,,FPI Mgmt,Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,,LSA Capital and Foundation for Affordable Housing V,"$768,865",,,,,,,
CA-2018-713,,4%,LA78 (Site A),"831 Lucile Avenue, Los Angeles, CA 90026",Los Angeles,90026,,Los Angeles,28,51,24,1951.01,5177-018-017,Preliminary Reservation,,,Acquisition/Rehabilitation,Non-Targeted,78,78,19,41,12,6,0,0,0,0,0,0,0,0,15,0,63,0,0,"LA78, LP",Kyle Paine,"3416 Via Oporto, Ste. 301",Newport Beach,CA,92663,9499223578,,"LA78 GP, LLC","Affordable Housing Alliance II, Inc. dba Integrity",,,,John Stewart Company,Lori Horn,"888 S Figueroa St, Suite 700",Los Angeles,CA,90017,2138331860,,Community Development Partners,"$753,666",,,,,,,
CA-2018-713,,,LA78 (Site B),"4131 W Normal Avenue, Los Angeles, CA 90029",Los Angeles,90029,,Los Angeles,,,,1914.10,5539-012-022,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-713,,,LA78 (Site C),"4215 Burns Avenue, Los Angeles, CA 90029",Los Angeles,90029,,Los Angeles,,,,1914.10,5539-007-020,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-713,,,LA78 (Site D),"135 S Reno Avenue, Los Angeles, CA 90057",Los Angeles,90057,,Los Angeles,,,,2086.10,5155-003-005,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-713,,,LA78 (Site E),"1951 W 22nd Street, Los Angeles, CA 90018",Los Angeles,90018,,Los Angeles,,,,2215.00,5058-024-017,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-713,,,LA78 (Site F),"825 Forest Avenue, Los Angeles, CA 90033",Los Angeles,90033,,Los Angeles,,,,2037.10,5177-018-017,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-722,,4%,SP7 (Site 1),"519 East 7th Street, Los Angeles, CA 90014",Los Angeles,90014,,Los Angeles,34,53,30,2063.00,5148-025-024,Preliminary Reservation,,,Acquisition/Rehabilitation,Special Needs,100,99,99,0,1,0,0,0,0,0,0,0,0,0,68,0,31,0,0,SP7 Apartments LP,Ben Rosen,1317 East 7th Street,Los Angeles,CA,90021,2136830522,2136830781,SP7 Apartments GP LLC,,,,,SRHT Property Management Co,Stephen Dow,1317 East 7th Street,Los Angeles,CA,90021,2136830522,,The Skid Row Housing Trust,"$1,752,826",,,,,,,
CA-2018-722,,,SP7 (Site 2),"647 South San Pedro Street, Los Angeles, CA 90014",Los Angeles,90014,,Los Angeles,,,,2063.00,5148-025-009,,,,Acquisition/Rehabilitation,Special Needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-725,,4%,Curtis Johnson Apartments (Site A),"1213 W. 39th Street, Los Angeles, CA 90037",Los Angeles,90037,,Los Angeles,37,59,30,2312.10,5037-010-022; 5019-002-036; 5019-006-025; 5018-028,Preliminary Reservation,,,Acquisition/Rehabilitation,Non-Targeted,48,48,17,18,13,0,0,0,0,0,0,23,9,0,12,0,4,0,0,"Curtis Johnson Community Partners, LP",Karen Buckland,17782 Sky Park Circle,Irvine,CA,92614,9492368135,,"WNC - Curtis Johnson GP, LLC","FFAH Curtis Johnson, LLC",,,,FPI Management Inc.,June Valle,"3187 Red Hill Avenue, Ste. 220",Costa Mesa,CA,92626,7146415510,,"Community Preservation Partners, LLC","$418,022",,,,,,,
CA-2018-725,,,Curtis Johnson Apartments (Site B),"831 W. 41st St., Los Angeles, CA 90037",Los Angeles,90037,,Los Angeles,,,,2317.10,5037-010-022,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-725,,,Curtis Johnson Apartments (Site C),"727 W. 47th St., Los Angeles, CA 90037",Los Angeles,90037,,Los Angeles,,,,2317.10,5019-002-036;5019-006-025,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-725,,,Curtis Johnson Apartments (Site D),"860 W. 42nd Place, Los Angeles, CA 90037",Los Angeles,90037,,Los Angeles,,,,2321.20,5018-028-006,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-725,,,Curtis Johnson Apartments (Site E),"897 W. Vernon Ave., Los Angeles, CA 90037",Los Angeles,90037,,Los Angeles,,,,2317.10,5019-008-011; 5019-008-010,,,,Acquisition/Rehabilitation,Non-Targeted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-726,,4%,McCadden Campus Senior Housing,"1118 N McCadden Pl, Los Angeles, CA 90038",Los Angeles,90038,,Los Angeles,28,50,26,1919.01,5532-021-026 & 5532-021-029,Preliminary Reservation,,,New Construction,Seniors,98,97,19,75,4,0,0,0,0,0,25,0,0,0,30,0,42,0,0,McCadden Plaza LP,Tyler Monroe,11812 San Vicente Blvd,Los Angeles,CA,90049,3108204888,,McCadden Plaza Affordable Housing LLC,McCadden Campus LLC,,,,"Thomas Safran & Associates, Inc.",Jordan Pynes,11812 San Vicente Blvd Suite 600,Los Angeles,CA,90049,3108204888,3102076986,"Thomas Safran & Associates Development, Inc.","$1,184,781","$4,619,445",,,,,,
CA-2018-731,,4%,Aria (fka Cambria Apartments),"1532 Cambria Street, Los Angeles, CA 90017",Los Angeles,90017,,Los Angeles,34,53,24,2093.00,5142-023-013,Preliminary Reservation,,,New Construction,Special Needs,57,56,47,9,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,"Cambria PSH, L.P.",Mellody Lock,"13520 Evening Creek Drive N., Suite 160",San Diego,CA,92128,8586792459,,"Affirmed Housing Group, Inc",Nexus MGP LLC,,,,"Solari Enerprises, Inc",Gianna Solari,1507 Yale Avenue,Orange,CA,92867,7142822520,7142822517,"Affirmed Housing Group, Inc","$965,703","$2,953,221",,,,,,
CA-2018-732,,4%,Senator Apartments,"729 S Main Street, Los Angeles, CA 90013",Los Angeles,90013,,Los Angeles,34,53,50,2073.01,5144-015-054,Preliminary Reservation,,,Acquisition/Rehabilitation,Special Needs,98,97,97,1,0,0,0,0,0,0,20,0,57,0,20,0,0,0,0,The Skid Row Housing Trust,Ben Rosen,1317 E 7th Street,Los Angeles,CA,90021,2136830522,2136830781,Senator 2015 GP LLC,,,,,SRHT Property Management Co,Sierra Atilano,1317 East 7th Street,Los Angeles,CA,90021,2136830522,2136830781,The Skid Row Housing Trust,"$792,223","$1,841,963",,,,,,
CA-2018-736,,4%,FLOR 401 Lofts,"401 E. 7th Street, Los Angeles, CA 90014",Los Angeles,90014,,Los Angeles,34,53,30,2063.00,5148-024-026,Preliminary Reservation,,,New Construction,Special Needs,99,98,98,0,1,0,0,0,0,0,20,0,58,0,20,0,0,0,0,The Skid Row Housing Trust,Ben Rosen,1317 East 7th Street,Los Angeles,CA,90014,2136830522,2136830781,FLOR 401 Lofts GP LLC,,,,,SRHT Property Management Co.,Sierra Atilano,1317 East 7th Street,Los Angeles,CA,90021,2136830522,2136830781,The Skid Row Housing Trust,"$1,679,942","$5,136,923",,,,,,
CA-2018-767,,4%,Western Avenue Apartments,"5501 S Western Ave, Los Angeles, CA 90062",Los Angeles,90062,,Los Angeles,37,54,30,2325.00,5005-031-026 and 5005-031-040,Preliminary Reservation,,,Acquisition/Rehabilitation,Special Needs,33,32,32,0,1,0,0,0,0,0,0,0,0,0,13,0,19,0,0,"Western Avenue Apartments Preservation, L.P",Kendall Walker,455 West 57th Street,Los Angeles,CA,90037,3105089163,,Figueroa Economical Housing Development Corporation,"Step Up On Second, Inc.",Veterans Housing Partnership,,,Step Up On Second,Tod Lipka,1328 Second Street,Santa Monica,CA,90401,3103946889,3103946883,BlueGreen Preservation and Development,"$344,811",,,,,,,
CA-2018-768,,4%,Gramercy Place Apartments,"1849 S. Gramercy Pl., Los Angeles, CA 90018",Los Angeles,90018,,Los Angeles,34,53,24,2213.02,"5073-018-900, -001, and -002",Preliminary Reservation,,,New Construction,Special Needs,64,62,0,58,6,0,0,0,0,0,0,0,0,0,34,0,28,0,0,Hollywood Community Housing Corporation,Sarah Letts,5020 W. Santa Monica Boulevard,Los Angeles,CA,90029,,,Hollywood Community Housing Corporation,,,,,"Barker Management, Inc.",Lupe Castillo,1101 E. Orangewood Avenue,Anaheim,CA,92815,7145333450,,Hollywood Community Housing Corporation,"$1,334,849",,,,,,,
CA-2018-769,,4%,West Third Apartments,"1900 W Third Street, Los Angeles, CA 90057",Los Angeles,90057,,Los Angeles,34,53,24,2089.03,5154-027-029,Preliminary Reservation,,,Acquisition/Rehabilitation,Special Needs,137,136,136,1,0,0,0,0,0,0,0,0,0,0,55,0,81,0,0,"West Third Apartments Preservation, L.P.",Kendall Walker,455 West 57th Street,Los Angeles,CA,90037,3105089163,,Figueroa Economical Housing Development Corporation,"Step Up On Second, Inc.",Veterans Housing Partnership,,,Step Up On Second,Tod Lipka,1328 Second Street,Santa Monica,CA,90401,3103946889,3103946883,BlueGreen Preservation and Development,"$1,312,213",,,,,,,
CA-2018-772,,4%,Grand Avenue Parcel Q Apartments,"100 S. Grand Avenue, Los Angeles, CA 90012",Los Angeles,90012,,Los Angeles,,,,2074.00,,Preliminary Reservation,,,New Construction,Non-Targeted,90,89,21,36,30,3,0,0,0,0,0,0,14,0,75,0,0,0,0,"CORE/RELATED GALA RENTALS, LP",Steven Oh,"333 S. Grand Avenue, Ste. 4450",Los Angeles,CA,90071,2139844110,,CORE/Related GALA Rentals HoldCo,TBD,,,,RMC,Brian Mayer,60 Columbus Circle,New York,NY,10023,2124198690,,Related California,"$1,185,018",,,,,,,
